image,method,radius,order,power_ratio,mean,std,gradient_mean,laplacian_var
test1.pgm,butterworth_lowpass,25,2,0.9743431515120642,120.33273315429688,67.69480493588993,64.68241882324219,23.1448974609375
test1.pgm,gaussian_lowpass,25,,0.9686979867511426,120.33772277832031,66.87424820028502,65.28385925292969,32.975433349609375
test1.pgm,original,,,1.0,120.83528137207031,71.33117814847853,97.62132263183594,685.79052734375
test2.tif,butterworth_lowpass,50,2,0.9884801191370003,134.5869026184082,39.54648434757852,28.643123626708984,8.187332153320312
test2.tif,gaussian_lowpass,50,,0.9870435069408424,134.58318710327148,39.19159322719762,29.1879825592041,12.04205322265625
test2.tif,original,,,1.0,135.08391189575195,42.37475429182487,55.09037780761719,1077.9647216796875
